text,labeled,sentiment
I slept horribly. Kepted waking up every hour. Kept tossing and turning. Argh I hate having to work today! Time for cardio!,cyberbully,0
if you can get me a signed copy of Jordan's book....we'll pull some qoutes during shows.  That guy kicks ass muchos muchos  wow,not cybercrime,1
wErd... you pick out (2) kick ass hip hop songs and we'll doit yo~,not cybercrime,1
hola! Orli ... we are www.LuckyStartups.com looking to interview some kick ass peeps in Israel... you up to it?,not cybercrime,1
yeah  I did that a few months ago. How's your show doing man?? looks kick ass!,not cybercrime,1
Thinking about response/actions. Have decided its not going 2b ideal 4 anyone. Its sticky bc its family. Theres love/hate/dislike,not cybercrime,1
Not talking about incident but more so the attitude that I'm gonna bitch & make a comp do something on a subjective matter.,cyberbully,0
she doesnt want to scar you for life like i could.  cant talk her into sending you the video of they guy with the jar in his ass.,not cybercrime,1
when can I meet your uncle??? Maybe he could give a wiki demo to our loser peeps!?,cyberbully,0
what a coincidence! I'm wearing my fat jeans today and it felt like they were my skinny jeans!,not cybercrime,1
sucks  don't it?,cyberbully,0
doc's a dick.. ill manage without injuring myself.. self inflicted pain would be desperate..which I think I am.. Siiigghhh!!,cyberbully,0
Agreed!  Twitter showed the way with the whale ;),not cybercrime,1
No- shopping isn't what sucks! It's the crowds that cause the trouble. haha! Love your website btw!!,not cybercrime,1
FUCK YEAH BIOSHOCK! Tell me how the apartment hunt goes!,cyberbully,0
Merry Christmas to you too  Casey. For tomorrow. Er  or today. Grrr  damn time zones....,not cybercrime,1
Are we going to see an appearance of the 'fuck me' boots? :P,cyberbully,0
Sounds more reasonable. I hate having to buy 8+ presents for my very small family alone. Soulless Myer gift cards FTW,not cybercrime,1
Wtf. Fuck you,cyberbully,0
Lawlz. yr a bitch. hoe.,cyberbully,0
Sorry you bitch punched TEO.,cyberbully,0
oh no  I always try to make my desk look neat. Fail whale. There are always newspapers piling up  cables are worse!,cyberbully,0
Funny I always thought Job Security is dependent to how much ass you can kiss? (wait I guess they are one of the same if you think..),not cybercrime,1
Oh I know. It doesn't hurt to have one of the richest woman in the world actually hate you. Elvis had the Memphis Mafia. Oprah...,cyberbully,0
Lol  I'm not enough of a LOTR nerd to need to install Tolkien fonts. :),not cybercrime,1
it was a good show...dude!  Did you call in gay  rotfl,not cybercrime,1
hmmm....or do they hate you because you didn't let them join in the parranda? Nah  probably the corp council thing,cyberbully,0
LOL Hon  I have been saying for a while now that this boy will be gay. It really bothers the hubs when I do  so Im tryin 2b good,not cybercrime,1
"lol exactly. ""Hey guys  how about a 13-sided paralellogram? THAT'LL fuck em up!",cyberbully,0
Yeh  but every nerd like to think he/she is devastatingly good-looking  as revenge on those who snubbed them. Trust me  I kno,cyberbully,0
Gee  i might if the person running this hadn't been such a bitch to me. I'll focus my efforts elsewhere  thanks.,cyberbully,0
haha you'd think so right? I AM giving something away though i'm just surprised cause it's that high..my sqz  pg honestly sucks lol,not cybercrime,1
heh i'm a thunking (friggin hate that word - 'thunking' how daft - anyway) - is it a CON?,cyberbully,0
 i just fucking beat you!,cyberbully,0
HOLY FUCK! that was one tough fucking cow!,cyberbully,0
yeah i know but its also too bad about the children ya know BECAUsE I FUCKING WON!,cyberbully,0
Heh  his name's Jeremy (stupid little nerd  but he's up for any challenge.) And he's about to break  anyway.,cyberbully,0
hippies hate that stuff... too chemical-y. This is true when used in ENORMOUS amounts.,cyberbully,0
i have to go inside of you tomorrow. i hate myself every time i am in you. i feel cheap and dirty.,cyberbully,0
#NAME?,not cybercrime,1
"(RT) Fat Bastard (my beagle) is writing his ""tail-all"" confessional diary about online dating...",cyberbully,0
- Fat Bastard sends hugs for retweet on Austin Girl blog: http://austingirlblog.wordpress.com (need feedback on writing),cyberbully,0
jizz in my pants is old news nigga. Keep up LOL. instead of doing it locally just come over early and do it here. Fuck local shit,cyberbully,0
@lastlee...that movie was good...not boring...very gay....but equally good,not cybercrime,1
fuck u and ur early screenings...jealous...prepare for tuesday mash...im coming with woody to freebirds/mash,cyberbully,0
cant wait to get FUCKED THE FUCK UP,not cybercrime,1
well if they hate you  are they still considered a fan?,cyberbully,0
I'm kinda meh on it--It wouldn't even be a contest as Madonna would kick his ass while he was running around screaming.,cyberbully,0
ok I take you off of my hate list and send you hugs  I am in business..this is my alter ego. mwahahah,cyberbully,0
http://twitpic.com/rt32 - omg :/ sucks to be u. hope u got some good tunes going makes it more delightful to sit through.,not cybercrime,1
it's one thing if it's my friends using it on me  but I hate when 23 year olds message me on OKC and call me that or Older woman,cyberbully,0
that would be one shocking pussy lol,not cybercrime,1
 Totally agree with you.  Fuck Prop 8.  very cool that apple came out publicly against 8 on the website.,not cybercrime,1
u know  that's what I hate about Ohio  seeing grown up idiots in shorts when it's freezing outside :0),cyberbully,0
fuck yes,cyberbully,0
:) if she is a dumb hoe why'd he put his cock in her?,cyberbully,0
still nothing.  Lucky for you I have the free time to hop on twitter and remind you that you still fucking owe me.,cyberbully,0
charter sucks as is nothing but trouble - att needs to roll out uverse faster!,cyberbully,0
did Santa cum n visit u huny?,not cybercrime,1
nice voicemail... i didn't enjoy it cuz i am a bitch.,not cybercrime,1
summer workout tape? How you gonna workout to Kanyes depressing ass album  ok  maybe 2 songs,cyberbully,0
Well I I said some words about Pollgod that i didnt mean because a SP member was being a fuck head lol,not cybercrime,1
i'm with you on the new yrs res! i'm 10lbs chubbier than i was 8 mos ago and i ALSO thought i was completely immune to fat! :(,not cybercrime,1
Oh  you bastard.  You couldn't wait until I'm not busy.  I'll probably catch the tail end again.  Damn it all.,cyberbully,0
How is the Loser episode?  Lotsa crying??,cyberbully,0
I am Dutch ;) Over here  there's a difference between the fat ho-ho santa and st. nicolas (sinterklaas).,not cybercrime,1
fuck off!!!,cyberbully,0
ducking ducking ducking. Stupid ass autocorrect,cyberbully,0
DAMN TJ  You getting called out in songs now??!!,cyberbully,0
LMAO!! I aint gonna front  shit did look kinda moist! Ol Duncan Hines Ass!!! LOL!!,not cybercrime,1
my programs is telling me the same damn thing. WTH!?!,cyberbully,0
I wanna see her tall lanky ass playin tennis  lol,not cybercrime,1
The guy who runs it is a major dick  underpays or doesn't pay models. He's harassed me and belittled me.,cyberbully,0
Yeah it was four years ago  but I have a long memory. I also still hate the Avalanche even though they've sucked for years. :},cyberbully,0
Grew up a Habs fan  which meant I had to hate the Leafs when I moved to Toronto  which meant embracing the Wings.,cyberbully,0
Wilt fresh spinach with hot bacon fat and top with bacon!,not cybercrime,1
 Graphic novel class? I hate you but I love you but still I hate you and oh yesh  Hows ya boy JImmy?,not cybercrime,1
usually  if I am at the point where I'm ready to say something mean  I will click away. I hate mean people.  hate them.,cyberbully,0
yes  it's winter time and i'd hate for her ears to get cold out there on the ocean city boardwalk.,cyberbully,0
Now I know you're really are GAY!,not cybercrime,1
Me?? Hairy ass??? WTF?!?! I would laser that shit...,cyberbully,0
which keyboard do u hate? I hate iPhone keyboard. Yes touchscreen is cool but I WISH I had actual buttons 2 push! Less typo's,not cybercrime,1
write more books  sccessful new venture with me  &bring fat fat 2 L.A. so we can hang out and buy our sons a bunch of cute clothes,not cybercrime,1
Fuck you  McGaffigan. I WANT TO GO. NAO!,cyberbully,0
You can stop voting now. Holy fuck. If only McCain had you on his side  and you were 18.,cyberbully,0
You bash Nickelback  but you listen to Staind? WTF?! I hate both  btw.,cyberbully,0
I nominate @Badhorse_ for a Shorty Award in #green because... Why the fuck not?,not cybercrime,1
Joanne Angel? You know how much I hate you right now :p &lt;3 XXXorcist,cyberbully,0
I also lost my wallet over the weekend! its sucks  in my case I was just dumb and appear to have dropped it somewhere...,cyberbully,0
dunno  I just saw her go at the top of stairs; It seemed like an ass slide.,not cybercrime,1
It's just crazy. This boy is fucking up my sleep schedule. Probably why I don't mind too much. ;),cyberbully,0
"RE: Hugh's daughter.  I just hate to see when a female CEO step down and says it's so ""company can evolve"" AAARRRG!",cyberbully,0
like tha new 50 shit fire.  finally sum club gangsta shit i neede that!!! hook is catchy as fuck and 50 whas rappin good.,cyberbully,0
i fuck wit u.  u got skillz homie.,cyberbully,0
-- damn fool. you're a 247 workhorse!,cyberbully,0
#NAME?,not cybercrime,1
-- damn homie ... in highschool you was the man homie. fuck happened to you?,cyberbully,0
--- that shit right there fool ... is FUCKING TIGHT!!!! --- http://tinyurl.com/6fro26,cyberbully,0
no. ur 13 get the fuck off the internet and get back to playing with ur easy bake oven. stupid parents buyin brats iphones.,cyberbully,0
if Q is there tell him he sucks. He's dark and plays suspect lol,not cybercrime,1
thats the only set back  and its a bitch to send ish back,cyberbully,0
blocked. What a fucking load of old shit.,cyberbully,0
lol the fuck what concert was that,cyberbully,0
because I hate you. The last one I rewrote cuz there was a typo and it was bothering me,cyberbully,0
oops but you're forgiven. Hope they win. I Never had a good exp. with a shelter  they hate us military types. Glad you did though!,not cybercrime,1
fuck yo couch,cyberbully,0
ground her now and she'll kick your ass lol,not cybercrime,1
can't make up my mind. Go out w my girl vip style and leave the dog home alone till morn  stay in or go to a gay pj party,not cybercrime,1
Oh  Hannah  I am so  so sorry for your loss. I've done the deathbed vigil and it sucks. I hope your pain eases with time. Love,cyberbully,0
Happy birthday you damn sexy hobo!,not cybercrime,1
I'm celebrating and drinking to the fact you're an annoying fuck :),cyberbully,0
I'm doing nothing. I was thinking about going to the Flaming Lips concert  but hate going alone.,cyberbully,0
dude the talk about universe at #LeWeb is awesome. As a nerd guy you have to watch it,not cybercrime,1
Jerry IS Cowboy's problem. He won't hire real coach  'cuz then the credit wouldn't go to him. He's poster child for attn whore.,cyberbully,0
u r pussy. lulz.,not cybercrime,1
don't you just hate that?! Especially when it is over the most irrelevant crap,cyberbully,0
yes. Freakin 17 and in college since i was 16 ugh! It sucks. Hah,cyberbully,0
Then why u cryn? Hate'n on me.,cyberbully,0
If it wasn't for AT&T's spotty network  I'd switch in a heartbeat. That's where Verizon kicks some serious ass.,cyberbully,0
you fart like a fucking bass drum lol,not cybercrime,1
what da drilly wit dat do! ...oh  and i STILL got distribution in Japan...damn  that chick was the worst that night,cyberbully,0
yeah  but w/ that running time u'll be there 2morrow. that mmovie is long as fuck.,cyberbully,0
damn bossman  let find out u got 2 jobs. what are u  a single parent or somethin'?,cyberbully,0
"no-sign. i dont fuck with ""rats""",not cybercrime,1
http://twitpic.com/s13a - omg i hate scottiethehottie!! he is a retarded spammer!! he is photographer08 (it got deleted ...,cyberbully,0
